Date,Close,Adj Close,Dividends,,divMult,revCumProdDivMult,Adj Close w/o divs,,Split Multiple,Split Multiple rounded 2d.p,Quantity Multiplyer Raw,Quantity Multiplyer
5/26/04,158,15.17,0,,1,0.896,16.936,,0.107189055,0.1,1,
5/27/04,160.5,15.41,0,,1,0.896,17.204,,0.107188835,0.1,1,
5/28/04,160.15,15.37,0,,1,0.896,17.159,,0.107144251,0.1,1,
6/1/04,159.04,15.27,0,,1,0.896,17.048,,0.107190086,0.1,1,
6/2/04,159.04,15.27,0,,1,0.896,17.048,,0.107190086,0.1,1,
6/3/04,155.51,14.93,0,,1,0.896,16.668,,0.10718239,0.1,1,
6/4/04,157.8,15.15,0,,1,0.896,16.914,,0.107183413,0.1,1,
6/7/04,163.25,15.67,0,,1,0.896,17.494,,0.107161246,0.1,1,
6/8/04,160.98,15.45,0,,1,0.896,17.248,,0.107146628,0.1,1,
6/9/04,157.34,15.1,0,,1,0.896,16.858,,0.107142,0.1,1,
6/10/04,157.52,15.12,0,,1,0.896,16.880,,0.107161316,0.1,1,
6/14/04,151.45,14.54,0,,1,0.896,16.233,,0.107180821,0.1,1,
6/15/04,154.38,14.82,0,,1,0.896,16.545,,0.107171452,0.1,1,
6/16/04,152.31,14.62,0,,1,0.896,16.322,,0.107162023,0.1,1,
6/17/04,153.07,14.69,0,,1,0.896,16.400,,0.107140498,0.1,1,
6/18/04,152.2,14.61,0,,1,0.896,16.311,,0.107166121,0.1,1,
6/21/04,152.9,14.68,0,,1,0.896,16.389,,0.107186606,0.1,1,
6/22/04,154.52,14.83,0,,1,0.896,16.556,,0.107146601,0.1,1,
6/23/04,157.27,15.1,0,,1,0.896,16.858,,0.107189689,0.1,1,
6/24/04,157.9,15.16,0,,1,0.896,16.925,,0.107186236,0.1,1,
6/25/04,159.5,15.31,0,,1,0.896,17.092,,0.107160925,0.1,1,
6/28/04,158.14,15.18,0,,1,0.896,16.947,,0.107164758,0.1,1,
6/29/04,159.35,15.3,0,,1,0.896,17.081,,0.107191738,0.1,1,
6/30/04,161.63,15.51,0,,1,0.896,17.315,,0.107130165,0.1,1,
7/1/04,159.61,15.32,0,,1,0.896,17.103,,0.107157017,0.1,1,
7/2/04,159.6,15.32,0,,1,0.896,17.103,,0.107163731,0.1,1,
7/6/04,157.89,15.16,0,,1,0.896,16.925,,0.107193025,0.1,1,
7/7/04,159.95,15.35,0,,1,0.896,17.137,,0.107138629,0.1,1,
7/8/04,157.67,15.13,0,,1,0.896,16.891,,0.107130174,0.1,1,
7/9/04,158.51,15.22,0,,1,0.896,16.992,,0.107196335,0.1,1,
7/12/04,158.1,15.18,0,,1,0.896,16.947,,0.107191871,0.1,1,
7/13/04,158.82,15.25,0,,1,0.896,17.025,,0.10719798,0.1,1,
7/14/04,157.3,15.1,0,,1,0.896,16.858,,0.107169246,0.1,1,
7/15/04,156.48,15.02,0,,1,0.896,16.768,,0.107160084,0.1,1,
7/16/04,158.2,15.19,0,,1,0.896,16.958,,0.107194683,0.1,1,
7/19/04,157.96,15.16,0,,1,0.896,16.925,,0.107145522,0.1,1,
7/20/04,158.63,15.23,0,,1,0.896,17.003,,0.107185621,0.1,1,
7/21/04,156.8,15.05,0,,1,0.896,16.802,,0.107154988,0.1,1,
7/22/04,156.8,15.05,0,,1,0.896,16.802,,0.107154988,0.1,1,
7/23/04,154.1,14.79,0,,1,0.896,16.512,,0.107148843,0.1,1,
7/26/04,152.67,14.65,0,,1,0.896,16.355,,0.107128708,0.1,1,
7/27/04,155.58,14.93,0,,1,0.896,16.668,,0.107134165,0.1,1,
7/28/04,155.53,14.93,0,,1,0.896,16.668,,0.107168607,0.1,1,
7/29/04,156.5,15.02,0,,1,0.896,16.768,,0.107146389,0.1,1,
7/30/04,155.75,14.95,0,,1,0.896,16.690,,0.107160588,0.1,1,
8/2/04,154.97,14.88,0,,1,0.896,16.612,,0.107195671,0.1,1,
8/3/04,155.15,14.89,0,,1,0.896,16.623,,0.107143263,0.1,1,
8/4/04,155.3,14.91,0,,1,0.896,16.646,,0.10718355,0.1,1,
8/5/04,154.3,14.81,0,,1,0.896,16.534,,0.107154665,0.1,1,
8/6/04,153.18,14.7,0,,1,0.896,16.411,,0.107136442,0.1,1,
8/9/04,154.46,14.83,0,,1,0.896,16.556,,0.107188223,0.1,1,
8/10/04,156.2,14.99,0,,1,0.896,16.735,,0.107137758,0.1,1,
8/11/04,154.75,14.85,0,,1,0.896,16.579,,0.107131638,0.1,1,
8/12/04,153.02,14.69,0,,1,0.896,16.400,,0.107175507,0.1,1,
8/13/04,153.26,14.71,0,,1,0.896,16.422,,0.107153362,0.1,1,
8/16/04,155.35,14.91,0,,1,0.896,16.646,,0.107149052,0.1,1,
8/17/04,156.39,15.01,0,,1,0.896,16.757,,0.107150367,0.1,1,
8/18/04,158.24,15.19,0,,1,0.896,16.958,,0.107167586,0.1,1,
8/19/04,158.41,15.21,0,,1,0.896,16.981,,0.107193529,0.1,1,
8/20/04,159.2,15.28,0,,1,0.896,17.059,,0.107152483,0.1,1,
8/23/04,160.06,15.36,0,,1,0.896,17.148,,0.107134748,0.1,1,
8/24/04,159.6,15.32,0,,1,0.896,17.103,,0.107163731,0.1,1,
8/25/04,161.5,15.5,0,,1,0.896,17.304,,0.107147273,0.1,1,
8/26/04,161.72,15.52,0,,1,0.896,17.327,,0.107139578,0.1,1,
8/27/04,161.42,15.49,0,,1,0.896,17.293,,0.107131213,0.1,1,
8/30/04,160.55,15.41,0,,1,0.896,17.204,,0.107155453,0.1,1,
8/31/04,161.25,15.48,0,,1,0.896,17.282,,0.107174923,0.1,1,
9/1/04,162.58,15.61,0,,1,0.896,17.427,,0.107190854,0.1,1,
9/2/04,164.6,15.8,0,,1,0.896,17.639,,0.107164071,0.1,1,
9/3/04,162.85,15.63,0,,1,0.896,17.449,,0.107150244,0.1,1,
9/7/04,164.1,15.75,0,,1,0.896,17.583,,0.107150432,0.1,1,
9/8/04,164,15.74,0,,1,0.896,17.572,,0.107147694,0.1,1,
9/9/04,164.5,15.79,0,,1,0.896,17.628,,0.10716135,0.1,1,
9/10/04,166.06,15.94,0,,1,0.896,17.796,,0.107163091,0.1,1,
9/13/04,167.58,16.09,0,,1,0.896,17.963,,0.107190379,0.1,1,
9/14/04,167.52,16.08,0,,1,0.896,17.952,,0.107162128,0.1,1,
9/15/04,166.78,16.01,0,,1,0.896,17.874,,0.107169033,0.1,1,
9/16/04,168.87,16.21,0,,1,0.896,18.097,,0.107164875,0.1,1,
9/17/04,170,16.32,0,,1,0.896,18.220,,0.107174923,0.1,1,
9/20/04,170.17,16.33,0,,1,0.896,18.231,,0.107133461,0.1,1,
9/21/04,171.95,16.51,0,,1,0.896,18.432,,0.107193103,0.1,1,
9/22/04,169.35,16.26,0,,1,0.896,18.153,,0.107190745,0.1,1,
9/23/04,170.1,16.33,0,,1,0.896,18.231,,0.107177549,0.1,1,
9/24/04,169.62,16.28,0,,1,0.896,18.175,,0.107151755,0.1,1,
9/27/04,168.61,16.18,0,,1,0.896,18.063,,0.107131488,0.1,1,
9/28/04,170.7,16.39,0,,1,0.896,18.298,,0.107193236,0.1,1,
9/29/04,171.6,16.47,0,,1,0.896,18.387,,0.107151502,0.1,1,
9/30/04,172.5,16.56,0,,1,0.896,18.488,,0.107174923,0.1,1,
10/1/04,175.8,16.87,0,,1,0.896,18.834,,0.107131741,0.1,1,
10/4/04,178.8,17.16,0,,1,0.896,19.158,,0.107144953,0.1,1,
10/5/04,177.48,17.04,0,,1,0.896,19.024,,0.107187001,0.1,1,
10/6/04,179.53,17.23,0,,1,0.896,19.236,,0.107144577,0.1,1,
10/7/04,178,17.09,0,,1,0.896,19.079,,0.107187467,0.1,1,
10/8/04,176.7,16.96,0,,1,0.896,18.934,,0.107154706,0.1,1,
10/11/04,177.62,17.05,0,,1,0.896,19.035,,0.10716537,0.1,1,
10/12/04,174.82,16.78,0,,1,0.896,18.733,,0.107157553,0.1,1,
10/13/04,172.45,16.55,0,,1,0.896,18.477,,0.10714126,0.1,1,
10/14/04,170.1,16.33,0,,1,0.896,18.231,,0.107177549,0.1,1,
10/15/04,172.37,16.55,0,,1,0.896,18.477,,0.107190986,0.1,1,
10/18/04,174.2,16.72,0,,1,0.896,18.666,,0.107154415,0.1,1,
10/19/04,173.36,16.64,0,,1,0.896,18.577,,0.107158438,0.1,1,
10/20/04,172.27,16.54,0,,1,0.896,18.465,,0.107188403,0.1,1,
10/21/04,174.75,16.77,0,,1,0.896,18.722,,0.107136592,0.1,1,
10/22/04,173.5,16.65,0,,1,0.896,18.588,,0.107136316,0.1,1,
10/25/04,173.97,16.7,0,,1,0.896,18.644,,0.107167736,0.1,1,
10/26/04,174.6,16.76,0,,1,0.896,18.711,,0.107164693,0.1,1,
10/27/04,177.6,17.05,0,,1,0.896,19.035,,0.107177438,0.1,1,
10/28/04,176.72,16.96,0,,1,0.896,18.934,,0.107142579,0.1,1,
10/29/04,177.41,17.03,0,,1,0.896,19.012,,0.107166365,0.1,1,
11/1/04,178.73,17.16,0,,1,0.896,19.158,,0.107186916,0.1,1,
11/2/04,179.14,17.2,0,,1,0.896,19.202,,0.107190877,0.1,1,
11/3/04,181.75,17.45,0,,1,0.896,19.481,,0.107187208,0.1,1,
11/4/04,184.5,17.71,0,,1,0.896,19.772,,0.107162821,0.1,1,
11/5/04,185.2,17.78,0,,1,0.896,19.850,,0.107179746,0.1,1,
11/8/04,183.11,17.58,0,,1,0.896,19.626,,0.107183703,0.1,1,
11/9/04,184.29,17.69,0,,1,0.896,19.749,,0.107163777,0.1,1,
11/10/04,184.5,17.71,0,,1,0.896,19.772,,0.107162821,0.1,1,
11/11/04,186.6,17.91,0,,1,0.896,19.995,,0.107153385,0.1,1,
11/12/04,189.75,18.21,0,,1,0.896,20.330,,0.107139622,0.1,1,
11/15/04,189.93,18.23,0,,1,0.896,20.352,,0.107155644,0.1,1,
11/16/04,187.76,18.02,0,,1,0.896,20.118,,0.107145432,0.1,1,
11/17/04,192,18.43,0,,1,0.896,20.575,,0.107163294,0.1,1,
11/18/04,192.35,18.46,0,,1,0.896,20.609,,0.107142421,0.1,1,
11/19/04,189.6,18.2,0,,1,0.896,20.319,,0.107165502,0.1,1,
11/22/04,190.34,18.27,0,,1,0.896,20.397,,0.107159439,0.1,1,
11/23/04,190.67,18.3,0,,1,0.896,20.430,,0.107149629,0.1,1,
11/24/04,192.7,18.5,0,,1,0.896,20.654,,0.107179558,0.1,1,
11/26/04,195.9,18.8,0,,1,0.896,20.988,,0.107138451,0.1,1,
11/29/04,194.7,18.69,0,,1,0.896,20.866,,0.107168043,0.1,1,
11/30/04,195.06,18.72,0,,1,0.896,20.899,,0.107141957,0.1,1,
12/1/04,196.55,18.87,0,,1,0.896,21.067,,0.107181739,0.1,1,
12/2/04,196.26,18.84,0,,1,0.896,21.033,,0.107169463,0.1,1,
12/3/04,197.15,18.92,0,,1,0.896,21.122,,0.107138682,0.1,1,
12/6/04,196.87,18.9,0,,1,0.896,21.100,,0.107177645,0.1,1,
12/7/04,193.85,18.61,0,,1,0.896,20.776,,0.107177227,0.1,1,
12/8/04,192.83,18.51,0,,1,0.896,20.665,,0.107165197,0.1,1,
12/9/04,189.69,18.21,0,,1,0.896,20.330,,0.107173511,0.1,1,
12/10/04,189.5,18.19,0,,1,0.896,20.307,,0.107163141,0.1,1,
12/13/04,192.38,18.47,0,,1,0.896,20.620,,0.107183744,0.1,1,
12/14/04,194.15,18.64,0,,1,0.896,20.810,,0.107184124,0.1,1,
12/15/04,196.84,18.89,0,,1,0.896,21.089,,0.107137264,0.1,1,
12/16/04,195.85,18.8,0,,1,0.896,20.988,,0.107165803,0.1,1,
12/17/04,195.4,18.76,0,,1,0.896,20.944,,0.107184065,0.1,1,
12/20/04,197.95,19,0,,1,0.896,21.212,,0.107156876,0.1,1,
12/21/04,199.85,19.18,0,,1,0.896,21.413,,0.107143641,0.1,1,
12/22/04,199.8,19.18,0,,0.998658108,0.896,21.413,,0.107170453,0.1,1,
12/23/04,198.73,19.31,0.26811,,1,0.897,21.529,,0.108332215,0.1,1,
12/27/04,198.58,19.29,0,,1,0.897,21.507,,0.108301757,0.1,1,
12/28/04,199.61,19.39,0,,1,0.897,21.618,,0.108301456,0.1,1,
12/29/04,200.71,19.5,0,,1,0.897,21.741,,0.108318935,0.1,1,
12/30/04,200.2,19.45,0,,1,0.897,21.685,,0.108316424,0.1,1,
12/31/04,201.85,19.61,0,,1,0.897,21.863,,0.108314755,0.1,1,
1/3/05,199.75,19.41,0,,1,0.897,21.640,,0.10833718,0.1,1,
1/4/05,193.6,18.81,0,,1,0.897,20.971,,0.108323385,0.1,1,
1/5/05,191.23,18.58,0,,1,0.897,20.715,,0.108324942,0.1,1,
1/6/05,191.1,18.57,0,,1,0.897,20.704,,0.108340291,0.1,1,
1/7/05,191.47,18.6,0,,1,0.897,20.737,,0.108305619,0.1,1,
1/10/05,191.71,18.63,0,,1,0.897,20.771,,0.1083445,0.1,1,
1/11/05,191.35,18.59,0,,1,0.897,20.726,,0.108315274,0.1,1,
1/12/05,193.7,18.82,0,,1,0.897,20.983,,0.10832502,0.1,1,
1/13/05,192.9,18.74,0,,1,0.897,20.893,,0.108311891,0.1,1,
1/14/05,196.35,19.08,0,,1,0.897,21.272,,0.108339355,0.1,1,
1/18/05,196,19.04,0,,1,0.897,21.228,,0.108305286,0.1,1,
1/19/05,193.3,18.78,0,,1,0.897,20.938,,0.10831847,0.1,1,
1/20/05,190.9,18.55,0,,1,0.897,20.682,,0.10833699,0.1,1,
1/21/05,193.5,18.8,0,,1,0.897,20.960,,0.108321748,0.1,1,
1/24/05,193.2,18.77,0,,1,0.897,20.927,,0.108316828,0.1,1,
1/25/05,194.95,18.94,0,,1,0.897,21.116,,0.108316724,0.1,1,
1/26/05,197.8,19.22,0,,1,0.897,21.429,,0.108334274,0.1,1,
1/27/05,197.99,19.24,0,,1,0.897,21.451,,0.108342934,0.1,1,
1/28/05,198.17,19.25,0,,1,0.897,21.462,,0.108300785,0.1,1,
1/31/05,200.78,19.51,0,,1,0.897,21.752,,0.1083367,0.1,1,
2/1/05,202.5,19.68,0,,1,0.897,21.941,,0.108352478,0.1,1,
2/2/05,203.14,19.74,0,,1,0.897,22.008,,0.108340412,0.1,1,
2/3/05,202.52,19.68,0,,1,0.897,21.941,,0.108341778,0.1,1,
2/4/05,206.1,20.03,0,,1,0.897,22.332,,0.108353199,0.1,1,
2/7/05,206.75,20.09,0,,1,0.897,22.398,,0.108336101,0.1,1,
2/8/05,207.15,20.13,0,,1,0.897,22.443,,0.108342192,0.1,1,
2/9/05,206.48,20.06,0,,1,0.897,22.365,,0.108315777,0.1,1,
2/10/05,207.48,20.16,0,,1,0.897,22.477,,0.108331079,0.1,1,
2/11/05,209.5,20.36,0,,1,0.897,22.700,,0.108350901,0.1,1,
2/14/05,211,20.5,0,,1,0.897,22.856,,0.108320383,0.1,1,
2/15/05,211.5,20.55,0,,1,0.897,22.911,,0.108327878,0.1,1,
2/16/05,210.85,20.49,0,,1,0.897,22.844,,0.108344566,0.1,1,
2/17/05,210.5,20.45,0,,1,0.897,22.800,,0.108312852,0.1,1,
2/18/05,213.09,20.7,0,,1,0.897,23.079,,0.108304389,0.1,1,
2/22/05,212.31,20.63,0,,1,0.897,23.001,,0.108334693,0.1,1,
2/23/05,213.29,20.72,0,,1,0.897,23.101,,0.108307377,0.1,1,
2/24/05,216.6,21.05,0,,1,0.897,23.469,,0.108350877,0.1,1,
2/25/05,220.59,21.43,0,,1,0.897,23.892,,0.10831164,0.1,1,
2/28/05,220.22,21.4,0,,1,0.897,23.859,,0.108341738,0.1,1,
3/1/05,220.84,21.46,0,,1,0.897,23.926,,0.108340481,0.1,1,
3/2/05,217.2,21.1,0,,1,0.897,23.525,,0.108308219,0.1,1,
3/3/05,217.8,21.16,0,,1,0.897,23.591,,0.108316987,0.1,1,
3/4/05,220.4,21.41,0,,1,0.897,23.870,,0.108303841,0.1,1,
3/7/05,221.85,21.56,0,,1,0.897,24.037,,0.108349798,0.1,1,
3/8/05,220.16,21.39,0,,1,0.897,23.848,,0.108320623,0.1,1,
3/9/05,218.9,21.27,0,,1,0.897,23.714,,0.108332935,0.1,1,
3/10/05,216.8,21.06,0,,1,0.897,23.480,,0.108302348,0.1,1,
3/11/05,215.58,20.95,0,,1,0.897,23.357,,0.108346364,0.1,1,
3/14/05,213.93,20.79,0,,1,0.897,23.179,,0.10834817,0.1,1,
3/15/05,208.6,20.27,0,,1,0.897,22.599,,0.108337354,0.1,1,
3/16/05,206.83,20.1,0,,1,0.897,22.410,,0.108348102,0.1,1,
3/17/05,210.6,20.46,0,,1,0.897,22.811,,0.108314361,0.1,1,
3/18/05,209.65,20.37,0,,1,0.897,22.711,,0.108326558,0.1,1,
3/21/05,206.62,20.08,0,,1,0.897,22.387,,0.108350304,0.1,1,
3/22/05,202.8,19.7,0,,1,0.897,21.964,,0.108302145,0.1,1,
3/23/05,200.23,19.45,0,,1,0.897,21.685,,0.108300195,0.1,1,
3/24/05,200.01,19.43,0,,1,0.897,21.663,,0.108307834,0.1,1,
3/28/05,201.39,19.57,0,,1,0.897,21.819,,0.108340717,0.1,1,
3/29/05,196.18,19.06,0,,1,0.897,21.250,,0.108319575,0.1,1,
3/30/05,200.65,19.5,0,,1,0.897,21.741,,0.108351325,0.1,1,
3/31/05,202.8,19.7,0,,1,0.897,21.964,,0.108302145,0.1,1,
4/1/05,204,19.82,0,,1,0.897,22.097,,0.108320901,0.1,1,
4/4/05,204.45,19.86,0,,1,0.897,22.142,,0.108300612,0.1,1,
4/5/05,204.4,19.86,0,,1,0.897,22.142,,0.108327104,0.1,1,
4/6/05,207.2,20.13,0,,1,0.897,22.443,,0.108316048,0.1,1,
4/7/05,209.29,20.34,0,,1,0.897,22.677,,0.108353078,0.1,1,
4/8/05,208.3,20.24,0,,1,0.897,22.566,,0.108332813,0.1,1,
4/11/05,206.3,20.04,0,,1,0.897,22.343,,0.108302198,0.1,1,
4/12/05,208.9,20.3,0,,1,0.897,22.633,,0.108341883,0.1,1,
4/13/05,204.74,19.89,0,,1,0.897,22.176,,0.108310576,0.1,1,
4/14/05,199.5,19.38,0,,1,0.897,21.607,,0.108305286,0.1,1,
4/15/05,195.3,18.98,0,,1,0.897,21.161,,0.108350956,0.1,1,
4/18/05,197.61,19.2,0,,1,0.897,21.406,,0.108325597,0.1,1,
4/19/05,200.92,19.52,0,,1,0.897,21.763,,0.108316701,0.1,1,
4/20/05,196.18,19.06,0,,1,0.897,21.250,,0.108319575,0.1,1,
4/21/05,201.83,19.61,0,,1,0.897,21.863,,0.108325488,0.1,1,
4/22/05,199.6,19.39,0,,1,0.897,21.618,,0.108306882,0.1,1,
4/25/05,203.38,19.76,0,,1,0.897,22.031,,0.108322202,0.1,1,
4/26/05,201.3,19.56,0,,1,0.897,21.808,,0.10833377,0.1,1,
4/27/05,199.48,19.38,0,,1,0.897,21.607,,0.108316145,0.1,1,
4/28/05,196.3,19.07,0,,1,0.897,21.261,,0.108310154,0.1,1,
4/29/05,200.27,19.46,0,,1,0.897,21.696,,0.108334235,0.1,1,
5/2/05,201.6,19.59,0,,1,0.897,21.841,,0.108338468,0.1,1,
5/3/05,201.41,19.57,0,,1,0.897,21.819,,0.108329959,0.1,1,
5/4/05,206.9,20.1,0,,1,0.897,22.410,,0.108311445,0.1,1,
5/5/05,207.99,20.21,0,,1,0.897,22.532,,0.108333466,0.1,1,
5/6/05,208.55,20.26,0,,1,0.897,22.588,,0.108309868,0.1,1,
5/9/05,208.74,20.28,0,,1,0.897,22.610,,0.108318105,0.1,1,
5/10/05,204.05,19.83,0,,1,0.897,22.109,,0.108348997,0.1,1,
5/11/05,205,19.92,0,,1,0.897,22.209,,0.108336364,0.1,1,
5/12/05,201.5,19.58,0,,1,0.897,21.830,,0.108336903,0.1,1,
5/13/05,199.43,19.38,0,,1,0.897,21.607,,0.108343301,0.1,1,
5/16/05,201.8,19.61,0,,1,0.897,21.863,,0.108341592,0.1,1,
5/17/05,201.85,19.61,0,,1,0.897,21.863,,0.108314755,0.1,1,
5/18/05,205.87,20,0,,1,0.897,22.298,,0.108311785,0.1,1,
5/19/05,206.62,20.08,0,,1,0.897,22.387,,0.108350304,0.1,1,
5/20/05,206.1,20.03,0,,1,0.897,22.332,,0.108353199,0.1,1,
5/23/05,206.78,20.09,0,,1,0.897,22.398,,0.108320383,0.1,1,
5/24/05,206.18,20.03,0,,1,0.897,22.332,,0.108311157,0.1,1,
5/25/05,204.7,19.89,0,,1,0.897,22.176,,0.108331741,0.1,1,
5/26/05,207,20.11,0,,1,0.897,22.421,,0.10831298,0.1,1,
5/27/05,208.4,20.25,0,,1,0.897,22.577,,0.108334328,0.1,1,
5/31/05,206.6,20.07,0,,1,0.897,22.376,,0.108306828,0.1,1,
6/1/05,209.04,20.31,0,,1,0.897,22.644,,0.108322658,0.1,1,
6/2/05,210.63,20.47,0,,1,0.897,22.822,,0.108351866,0.1,1,
6/3/05,209.54,20.36,0,,1,0.897,22.700,,0.108330218,0.1,1,
6/6/05,211.65,20.56,0,,1,0.897,22.922,,0.108303781,0.1,1,
6/7/05,210.6,20.46,0,,1,0.897,22.811,,0.108314361,0.1,1,
6/8/05,209.8,20.38,0,,1,0.897,22.722,,0.108302249,0.1,1,
6/9/05,70.3,20.49,0,,1,0.897,22.844,,0.324956639,0.3,3,3.00
6/10/05,70.5,20.55,0,,1,0.897,22.911,,0.324983634,0.3,1,
6/13/05,70.78,20.63,0,,1,0.897,23.001,,0.324958163,0.3,1,
6/14/05,71.07,20.72,0,,1,0.897,23.101,,0.325044047,0.3,1,
6/15/05,71.6,20.87,0,,1,0.897,23.268,,0.324973695,0.3,1,
6/16/05,72.24,21.06,0,,1,0.897,23.480,,0.325026979,0.3,1,
6/17/05,73.11,21.31,0,,1,0.897,23.759,,0.324971629,0.3,1,
6/20/05,72.45,21.12,0,,1,0.897,23.547,,0.32500819,0.3,1,
6/21/05,72.1,21.02,0,,1,0.897,23.435,,0.325039565,0.3,1,
6/22/05,72.78,21.21,0,,1,0.897,23.647,,0.324913232,0.3,1,
6/23/05,71.5,20.84,0,,1,0.897,23.235,,0.32496041,0.3,1,
6/24/05,71.25,20.77,0,,1,0.897,23.157,,0.325005274,0.3,1,
6/27/05,71.7,20.9,0,,1,0.897,23.302,,0.324986942,0.3,1,
6/28/05,72.24,21.06,0,,1,0.897,23.480,,0.325026979,0.3,1,
6/29/05,71.82,20.93,0,,1,0.897,23.335,,0.324909649,0.3,1,
6/30/05,71.6,20.87,0,,1,0.897,23.268,,0.324973695,0.3,1,
7/1/05,71.86,20.95,0,,1,0.897,23.357,,0.325039092,0.3,1,
7/5/05,72.18,21.04,0,,1,0.897,23.458,,0.324988235,0.3,1,
7/6/05,71.83,20.94,0,,1,0.897,23.346,,0.32501963,0.3,1,
7/7/05,72.04,21,0,,1,0.897,23.413,,0.325000756,0.3,1,
7/8/05,72.79,21.22,0,,1,0.897,23.658,,0.325021763,0.3,1,
7/11/05,73.9,21.54,0,,1,0.897,24.015,,0.324967584,0.3,1,
7/12/05,74.78,21.8,0,,1,0.897,24.305,,0.325019797,0.3,1,
7/13/05,74.73,21.78,0,,1,0.897,24.283,,0.324938876,0.3,1,
7/14/05,75.16,21.91,0,,1,0.897,24.428,,0.325008252,0.3,1,
7/15/05,74.75,21.79,0,,1,0.897,24.294,,0.325001088,0.3,1,
7/18/05,74.52,21.72,0,,1,0.897,24.216,,0.324956895,0.3,1,
7/19/05,75.37,21.97,0,,1,0.897,24.495,,0.324990243,0.3,1,
7/20/05,75.38,21.97,0,,1,0.897,24.495,,0.32494713,0.3,1,
7/21/05,76.2,22.21,0,,1,0.897,24.762,,0.324961843,0.3,1,
7/22/05,76.02,22.16,0,,1,0.897,24.706,,0.324997988,0.3,1,
7/25/05,75.36,21.97,0,,1,0.897,24.495,,0.325033368,0.3,1,
7/26/05,75.79,22.09,0,,1,0.897,24.628,,0.324954526,0.3,1,
7/27/05,76.2,22.21,0,,1,0.897,24.762,,0.324961843,0.3,1,
7/28/05,77.15,22.49,0,,1,0.897,25.074,,0.325006694,0.3,1,
7/29/05,77.1,22.47,0,,1,0.897,25.052,,0.324928253,0.3,1,
8/1/05,78.36,22.84,0,,1,0.897,25.464,,0.324967892,0.3,1,
8/2/05,79.75,23.25,0,,1,0.897,25.922,,0.325035687,0.3,1,
8/3/05,79.55,23.19,0,,1,0.897,25.855,,0.325011962,0.3,1,
8/4/05,78.85,22.98,0,,1,0.897,25.621,,0.324927978,0.3,1,
8/5/05,77.4,22.56,0,,1,0.897,25.152,,0.324965245,0.3,1,
8/8/05,77.93,22.72,0,,1,0.897,25.331,,0.325044208,0.3,1,
8/9/05,79.5,23.17,0,,1,0.897,25.832,,0.324935893,0.3,1,
8/10/05,80.35,23.42,0,,1,0.897,26.111,,0.324967396,0.3,1,
8/11/05,79.9,23.29,0,,1,0.897,25.966,,0.324983634,0.3,1,
8/12/05,79.05,23.04,0,,1,0.897,25.687,,0.324952125,0.3,1,
8/15/05,79.6,23.2,0,,1,0.897,25.866,,0.324947873,0.3,1,
8/16/05,78.22,22.8,0,,1,0.897,25.420,,0.324979388,0.3,1,
8/17/05,78.27,22.81,0,,1,0.897,25.431,,0.32491423,0.3,1,
8/18/05,76.83,22.4,0,,1,0.897,24.974,,0.325054338,0.3,1,
8/19/05,76.53,22.31,0,,1,0.897,24.874,,0.32501742,0.3,1,
8/22/05,77.48,22.58,0,,1,0.897,25.175,,0.324917503,0.3,1,
8/23/05,76.75,22.37,0,,1,0.897,24.940,,0.324957363,0.3,1,
8/24/05,75.75,22.08,0,,1,0.897,24.617,,0.324978937,0.3,1,
8/25/05,76.6,22.33,0,,1,0.897,24.896,,0.325011505,0.3,1,
8/26/05,76.5,22.3,0,,1,0.897,24.862,,0.324999138,0.3,1,
8/29/05,77.34,22.54,0,,1,0.897,25.130,,0.324929038,0.3,1,
8/30/05,76.53,22.31,0,,1,0.897,24.874,,0.32501742,0.3,1,
8/31/05,78.12,22.77,0,,1,0.897,25.386,,0.324967237,0.3,1,
9/1/05,79.2,23.09,0,,1,0.897,25.743,,0.325040541,0.3,1,
9/2/05,79.9,23.29,0,,1,0.897,25.966,,0.324983634,0.3,1,
9/6/05,80.9,23.58,0,,1,0.897,26.290,,0.324963109,0.3,1,
9/7/05,81,23.61,0,,1,0.897,26.323,,0.324974848,0.3,1,
9/8/05,80.87,23.57,0,,1,0.897,26.278,,0.324945795,0.3,1,
9/9/05,82.06,23.92,0,,1,0.897,26.669,,0.324988837,0.3,1,
9/12/05,81.94,23.88,0,,1,0.897,26.624,,0.324920523,0.3,1,
9/13/05,81.02,23.62,0,,1,0.897,26.334,,0.325032236,0.3,1,
9/14/05,80.73,23.53,0,,1,0.897,26.234,,0.324956895,0.3,1,
9/15/05,81.2,23.67,0,,1,0.897,26.390,,0.324998241,0.3,1,
9/16/05,82.45,24.03,0,,1,0.897,26.791,,0.324939039,0.3,1,
9/19/05,82.33,24,0,,1,0.897,26.758,,0.325006396,0.3,1,
9/20/05,82.55,24.06,0,,1,0.897,26.825,,0.324950588,0.3,1,
9/21/05,83.33,24.29,0,,1,0.897,27.081,,0.324986196,0.3,1,
9/22/05,82.5,24.05,0,,1,0.897,26.814,,0.325012387,0.3,1,
9/23/05,82.43,24.03,0,,1,0.897,26.791,,0.325017879,0.3,1,
9/26/05,83.16,24.24,0,,1,0.897,27.025,,0.324980211,0.3,1,
9/27/05,82.61,24.08,0,,1,0.897,26.847,,0.324984495,0.3,1,
9/28/05,83.55,24.35,0,,1,0.897,27.148,,0.324931109,0.3,1,
