Date,Close,Adj Close,Dividends,,divMult,revCumProdDivMult,Adj Close w/o divs,,Split Multiple,Split Multiple rounded 2d.p,Quantity Multiplyer Raw,Quantity Multiplyer
3/11/04,167.3,16.06,0,,1,0.896,17.929,,0.107169585,0.1,1,
3/12/04,168.7,16.19,0,,1,0.896,18.075,,0.107140511,0.1,1,
3/15/04,165.55,15.89,0,,1,0.896,17.740,,0.107156041,0.1,1,
3/16/04,167.6,16.09,0,,1,0.896,17.963,,0.107177588,0.1,1,
3/17/04,169.9,16.31,0,,1,0.896,18.209,,0.107172295,0.1,1,
3/18/04,170.9,16.4,0,,1,0.896,18.309,,0.107133115,0.1,1,
3/19/04,168.65,16.19,0,,1,0.896,18.075,,0.107172276,0.1,1,
3/22/04,165.95,15.93,0,,1,0.896,17.784,,0.107166851,0.1,1,
3/23/04,167.62,16.09,0,,1,0.896,17.963,,0.1071648,0.1,1,
3/24/04,167.75,16.1,0,,1,0.896,17.974,,0.107148303,0.1,1,
3/25/04,169.39,16.26,0,,1,0.896,18.153,,0.107165433,0.1,1,
3/26/04,169.08,16.23,0,,1,0.896,18.119,,0.107163831,0.1,1,
3/29/04,171.25,16.44,0,,1,0.896,18.354,,0.107174923,0.1,1,
3/30/04,173.35,16.64,0,,1,0.896,18.577,,0.107164619,0.1,1,
3/31/04,175.5,16.85,0,,1,0.896,18.811,,0.107187646,0.1,1,
4/1/04,176.93,16.98,0,,1,0.896,18.957,,0.107141607,0.1,1,
4/2/04,178.7,17.15,0,,1,0.896,19.146,,0.107142437,0.1,1,
4/5/04,179.95,17.27,0,,1,0.896,19.280,,0.107142663,0.1,1,
4/6/04,180.95,17.37,0,,1,0.896,19.392,,0.10716752,0.1,1,
4/7/04,180.3,17.31,0,,1,0.896,19.325,,0.107182354,0.1,1,
4/8/04,180.45,17.32,0,,1,0.896,19.336,,0.107155126,0.1,1,
4/12/04,181.84,17.45,0,,1,0.896,19.481,,0.107134157,0.1,1,
4/13/04,179.72,17.25,0,,1,0.896,19.258,,0.107155542,0.1,1,
4/14/04,177.07,17,0,,1,0.896,18.979,,0.107182994,0.1,1,
4/15/04,175.6,16.86,0,,1,0.896,18.823,,0.107190182,0.1,1,
4/16/04,176.9,16.98,0,,1,0.896,18.957,,0.107159777,0.1,1,
4/19/04,177.2,17.01,0,,1,0.896,18.990,,0.107167363,0.1,1,
4/20/04,175.65,16.86,0,,1,0.896,18.823,,0.107159669,0.1,1,
4/21/04,174.35,16.74,0,,1,0.896,18.689,,0.107190291,0.1,1,
4/22/04,174.3,16.73,0,,1,0.896,18.677,,0.107156989,0.1,1,
4/23/04,175.6,16.86,0,,1,0.896,18.823,,0.107190182,0.1,1,
4/26/04,173.1,16.62,0,,1,0.896,18.555,,0.107190402,0.1,1,
4/27/04,172.18,16.53,0,,1,0.896,18.454,,0.107179592,0.1,1,
4/28/04,167.25,16.05,0,,1,0.896,17.918,,0.107134873,0.1,1,
4/29/04,161.74,15.53,0,,1,0.896,17.338,,0.107195355,0.1,1,
4/30/04,158.3,15.2,0,,1,0.896,16.969,,0.107197491,0.1,1,
5/3/04,159.89,15.35,0,,1,0.896,17.137,,0.107178834,0.1,1,
5/4/04,163.02,15.65,0,,1,0.896,17.472,,0.107175471,0.1,1,
5/5/04,163.42,15.69,0,,1,0.896,17.516,,0.1071864,0.1,1,
5/6/04,160.03,15.36,0,,1,0.896,17.148,,0.107154832,0.1,1,
5/7/04,156.43,15.02,0,,1,0.896,16.768,,0.107194335,0.1,1,
5/10/04,148.88,14.29,0,,1,0.896,15.953,,0.107156327,0.1,1,
5/11/04,153.3,14.72,0,,1,0.896,16.433,,0.107198227,0.1,1,
5/12/04,153.35,14.72,0,,1,0.896,16.433,,0.107163275,0.1,1,
5/13/04,152.95,14.68,0,,1,0.896,16.389,,0.107151566,0.1,1,
5/14/04,148.92,14.29,0,,1,0.896,15.953,,0.107127544,0.1,1,
5/17/04,142.96,13.72,0,,1,0.896,15.317,,0.107142437,0.1,1,
5/18/04,147.21,14.13,0,,1,0.896,15.775,,0.107158543,0.1,1,
5/19/04,151.28,14.52,0,,1,0.896,16.210,,0.10715367,0.1,1,
5/20/04,150.35,14.43,0,,1,0.896,16.110,,0.107148192,0.1,1,
5/21/04,152.82,14.67,0,,1,0.896,16.378,,0.107169664,0.1,1,
5/24/04,155.2,14.9,0,,1,0.896,16.634,,0.107180678,0.1,1,
5/25/04,158.62,15.23,0,,1,0.896,17.003,,0.107192378,0.1,1,
